source_id,strategy_authority,strategy_fear,imp_public,imp_financial,strategy_info_extraction_sem,sensitive_info_request_sem,auth_info_request_sem,strategy_diversity_sem,action_diversity_sem,signal_family_count_sem,ix_identityclaim_authority_sem,ix_info_sensitive_sem,y_phishing,split
normal_21-1_bk_08_016706,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_05_001003,1,0,0,1,0,1,0,1,1,3,1,0,0,train
normal_21-1_ins_03_900230,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_bk_05_013754,1,0,0,1,0,0,0,1,0,2,1,0,0,train
normal_21-1_bk_08_023002,0,0,0,1,0,0,0,1,1,3,0,0,0,train
normal_21-1_sec_01_005918,0,0,0,0,0,0,0,0,1,1,0,0,0,validation
normal_21-1_sec_06_012165,0,0,0,0,1,1,1,2,2,4,0,1,0,train
normal_21-1_bk_05_008160,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_08_027368,0,0,0,1,1,0,1,2,1,4,0,0,0,test
normal_21-1_bk_03_007200,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_01_017911,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_05_003046,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_09_020622,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_01_000799,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_08_012480,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_ins_01_015864,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_07_024199,0,0,0,1,1,1,0,1,1,3,0,1,0,train
normal_21-1_sec_02_014329,0,0,0,0,1,0,1,2,1,3,0,0,0,train
normal_21-1_bk_03_029316,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_bk_06_003610,0,0,0,1,1,1,1,1,2,4,0,1,0,train
normal_21-1_bk_08_002672,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_ins_03_006546,0,0,0,0,1,0,0,1,1,2,0,0,0,train
normal_21-1_ins_03_001440,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_bk_09_014850,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_08_005219,0,0,0,0,1,0,1,1,2,3,0,0,0,validation
normal_21-1_sec_03_014029,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_01_011826,0,0,0,1,1,0,1,1,1,3,0,0,0,validation
normal_21-1_bk_06_010341,0,0,0,1,1,1,1,2,2,5,0,1,0,train
normal_21-1_bk_06_022708,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_bk_03_024160,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_sec_03_007860,0,0,0,0,1,0,1,2,1,3,0,0,0,train
normal_21-1_sec_01_002310,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_08_015882,0,0,0,1,1,1,1,2,2,5,0,1,0,test
normal_21-1_bk_08_011515,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_ins_04_010614,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_07_009996,0,0,0,1,1,0,1,1,1,3,0,0,0,validation
normal_21-1_sec_01_013174,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_03_014545,0,0,0,0,1,1,0,2,1,3,0,1,0,test
normal_21-1_bk_06_027432,0,0,0,0,1,1,1,2,3,5,0,1,0,validation
normal_21-1_ins_03_900339,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_04_903031,0,0,0,0,1,1,0,2,1,3,0,1,0,train
normal_21-1_bk_08_021993,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_ins_02_003731,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_bk_08_002392,0,0,0,1,1,0,1,2,1,4,0,0,0,train
normal_21-1_ins_03_900872,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_ins_03_001263,0,0,0,0,1,1,0,1,1,2,0,1,0,train
normal_21-1_ins_03_005614,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_03_008362,0,0,0,1,1,1,0,1,1,3,0,1,0,train
normal_21-1_sec_01_008426,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_bk_02_032255,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_bk_03_001523,0,0,0,0,1,0,1,1,2,3,0,0,0,train
normal_21-1_ins_03_009823,0,0,0,0,1,1,0,1,1,2,0,1,0,train
normal_21-1_ins_03_014972,0,0,0,0,0,0,0,2,0,1,0,0,0,train
normal_21-1_bk_01_018381,0,0,0,1,1,0,1,2,1,4,0,0,0,test
normal_21-1_sec_01_012861,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_ins_03_908935,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_ins_03_008199,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_03_902684,0,0,0,0,1,0,0,1,0,1,0,0,0,test
normal_21-1_bk_08_008433,0,0,0,1,1,1,1,1,2,4,0,1,0,test
normal_21-1_bk_01_029392,0,0,0,1,1,1,1,1,2,4,0,1,0,validation
normal_21-1_ins_04_906128,0,1,0,1,1,1,0,2,1,4,0,1,0,train
normal_21-1_ins_02_001289,1,0,0,0,0,0,0,1,0,1,0,0,0,train
normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_06_002739,0,0,0,0,1,1,1,1,2,3,0,1,0,train
normal_21-1_bk_08_023111,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_ins_05_010746,0,0,0,0,0,1,0,0,1,1,0,0,0,train
normal_21-1_ins_03_000167,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_04_008424,0,0,0,0,1,0,0,1,0,1,0,0,0,train
normal_21-1_ins_03_018465,0,0,0,0,1,0,0,1,0,1,0,0,0,validation
normal_21-1_bk_07_030314,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_ins_01_017502,0,1,0,0,1,0,0,2,0,2,0,0,0,validation
normal_21-1_ins_04_011956,0,0,0,1,0,0,0,1,0,1,0,0,0,train
normal_21-1_ins_03_000847,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_bk_06_024865,0,0,0,1,1,0,1,2,1,4,0,0,0,test
normal_21-1_bk_08_024014,0,0,0,1,1,1,0,2,1,4,0,1,0,train
normal_21-1_bk_02_028892,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_ins_04_904452,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_sec_01_006779,0,0,0,0,1,0,1,2,1,3,0,0,0,test
normal_21-1_sec_07_014341,0,0,0,0,1,1,1,1,2,3,0,1,0,train
normal_21-1_bk_06_023052,0,0,0,1,1,1,1,1,2,4,0,1,0,train
normal_21-1_sec_02_000197,0,0,0,0,1,0,1,2,2,4,0,0,0,train
normal_21-1_bk_08_015586,0,0,0,0,1,0,1,2,1,3,0,0,0,train
normal_21-1_bk_01_022058,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_ins_04_009847,0,0,0,0,1,1,0,2,1,2,0,1,0,train
normal_21-1_ins_04_007305,0,0,0,0,1,0,0,2,0,2,0,0,0,train
normal_21-1_bk_06_026891,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_06_017977,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_ins_04_008765,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_bk_05_013374,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_05_005343,0,0,0,0,1,1,0,2,1,3,0,1,0,train
normal_21-1_ins_01_011631,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_01_003484,0,0,0,0,1,1,0,1,1,2,0,1,0,train
normal_21-1_bk_08_022780,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_ins_04_009077,0,0,0,0,1,1,0,1,1,2,0,1,0,train
normal_21-1_bk_03_009209,0,0,0,1,1,1,0,1,1,3,0,1,0,validation
normal_21-1_ins_01_007055,1,0,1,0,0,0,0,1,0,2,1,0,0,train
normal_21-1_ins_03_014135,0,0,0,0,1,1,0,1,1,2,0,1,0,train
normal_21-1_bk_06_031780,0,0,0,0,1,1,1,1,2,3,0,1,0,train
normal_21-1_ins_02_016490,1,0,0,0,0,0,0,1,0,1,0,0,0,train
normal_21-1_ins_02_010730,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_01_017270,1,0,0,0,0,0,0,1,0,1,0,0,0,validation
normal_21-1_bk_06_005707,0,0,0,1,1,0,1,3,2,6,0,0,0,train
normal_21-1_ins_04_008016,0,0,0,0,0,0,0,0,0,1,0,0,0,train
normal_21-1_ins_04_008067,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_ins_02_000095,0,1,0,0,0,0,0,2,1,3,0,0,0,train
normal_21-1_bk_01_005083,0,1,0,1,1,0,1,2,1,4,0,0,0,train
normal_21-1_bk_05_031046,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_ins_04_004134,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_sec_03_000694,0,0,0,0,1,1,0,2,2,4,0,1,0,validation
normal_21-1_sec_01_013682,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
